rank,profile_id,rating,name,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match,last_match_time
23302,541863,949,Cilantro Ranger,1009.0,1,-3.0,2.0,29,13,16,0,1593282751,1593282751
23303,523449,949,Lord Hargo,1012.0,1,-6.0,6.0,294,147,147,6,1594345691,1594345691
23304,439778,949,Ja'Crispy,1091.0,1,-12.0,5.0,150,68,82,1,1594693147,1594693147
23305,3039292,949,Príncipe_KIRA,1011.0,1,-4.0,1.0,14,6,8,0,1594689822,1594689822
23306,2997755,949,Amumu trist muy trist ;-;,949.0,1,-6.0,2.0,14,5,9,0,1594620832,1594620832
23307,2978300,949,xiao可爱,977.0,1,-2.0,1.0,13,5,8,0,1594694157,1594694157
23308,222431,949,resch,1030.0,-2,-6.0,5.0,65,29,36,0,1593789413,1593789413
23309,415564,949,zboy4339,1056.0,-1,-5.0,4.0,108,55,53,1,1594451802,1594451802
23310,2792501,949,dddllll,949.0,1,-1.0,2.0,12,5,7,0,1592388245,1592388245
23311,2695242,949,BeardyNath,1009.0,2,-4.0,4.0,36,17,19,0,1594675982,1594675982
23312,2597900,949,nikolawestinghouse,949.0,2,-4.0,2.0,13,6,7,0,1594418545,1594418545
23313,391054,949,Dokusebi,1014.0,-1,-6.0,8.0,158,79,79,2,1594479357,1594479357
23314,2444996,949,Drrrago,949.0,1,-3.0,1.0,11,5,6,0,1593838153,1593838153
23315,2433316,949,wayh,999.0,1,-6.0,7.0,359,181,178,5,1594582745,1594582745
23316,2396364,949,Just business,965.0,1,-8.0,6.0,107,58,49,1,1594627155,1594627155
23317,2380200,949,tsopanoskylo,1012.0,-1,-5.0,8.0,130,65,65,2,1594661972,1594661972
23318,2350605,949,cris.raspo,1037.0,-2,-5.0,6.0,40,18,22,4,1594694071,1594694071
23319,2344301,949,bruce,950.0,1,-4.0,2.0,15,7,8,0,1592583999,1592583999
23320,2323509,949,joaquinlanuza,949.0,4,-5.0,4.0,15,7,8,0,1593936664,1593936664
23321,2292397,949,OaterLord,997.0,-3,-3.0,6.0,22,10,12,0,1593780380,1593780380
23322,42084,949,burkaysultan,979.0,-2,-2.0,3.0,40,21,19,3,1593374451,1593374451
23323,365398,949,Lord Metreng,1056.0,-2,-5.0,3.0,30,14,16,0,1594414546,1594414546
23324,2183961,949,Senidi,1032.0,3,-6.0,5.0,153,75,78,1,1594684748,1594684748
23325,2136457,949,ZippierOrc4,949.0,1,-8.0,1.0,11,3,8,0,1593989817,1593989817
23326,2075739,949,-{CLXE}- InaniaEtVana,998.0,-1,-5.0,6.0,102,52,50,0,1593514820,1593514820
23327,2068465,949,saltineman,949.0,1,-1.0,1.0,11,5,6,1,1594589973,1594589973
23328,2033708,949,Kingjulian,965.0,1,-4.0,6.0,60,31,29,1,1594313617,1594313617
23329,2030216,949,Bebeto,1018.0,1,-10.0,7.0,482,241,241,7,1594671048,1594671048
23330,1989320,949,Supakirbz,965.0,-1,-6.0,5.0,40,20,20,0,1592340831,1592340831
23331,1979759,949,donThut,993.0,3,-3.0,3.0,22,11,11,0,1594300950,1594300950
23332,1974218,949,romansabe1,1079.0,1,-4.0,3.0,42,16,26,0,1594585492,1594585492
23333,1972610,949,antjackfat,1023.0,1,-4.0,3.0,40,19,21,0,1593429003,1593429003
23334,1961164,949,King-Ragnar,949.0,2,-2.0,3.0,31,16,15,0,1594686227,1594686227
23335,1960907,949,GusPalacio7,1003.0,1,-8.0,7.0,288,148,140,2,1594689796,1594689796
23336,1954066,949,J0m3R,979.0,-2,-3.0,4.0,38,20,18,0,1593876139,1593876139
23337,1920947,949,Schmoeka,984.0,1,-2.0,1.0,15,7,8,2,1592508214,1592508214
23338,1903813,949,captain.vyom,1076.0,-5,-5.0,3.0,17,7,10,0,1594618881,1594618881
23339,1835774,949,✪DOOMSTER :D,964.0,-1,-1.0,9.0,23,14,9,1,1593539799,1593539799
23340,333233,949,SnigelN,1009.0,2,-4.0,5.0,52,25,27,0,1593456837,1593456837
23341,1779181,949,larkange,949.0,-5,-5.0,-5.0,10,2,8,0,1593960941,1593960941
23342,1741844,949,Crewstian,1004.0,-1,-2.0,2.0,23,10,13,0,1594151738,1594151738
23343,1736577,949,Qlontje,1026.0,1,-6.0,7.0,240,121,119,8,1594675681,1594675681
23344,1717794,949,NinjaCookieV4,949.0,3,-2.0,3.0,22,11,11,0,1594389206,1594389206
23345,1656850,949,Tiro al blanco,1074.0,-3,-6.0,5.0,131,69,62,2,1593375454,1593375454
23346,1589275,949,beatingu,1035.0,-1,-4.0,2.0,38,18,20,1,1593812091,1593812091
23347,1571960,949,Grizzly Bob8584,1132.0,-3,-10.0,9.0,200,103,97,2,1594338143,1594338143
23348,1553667,949,hans_olo,1117.0,-1,-9.0,2.0,20,8,12,0,1594551659,1594551659
23349,1494125,949,eXzopioN [Ballon1$],1092.0,1,-8.0,6.0,325,161,164,2,1593537276,1593537276
23350,1448928,949,RadH,982.0,-1,-5.0,4.0,28,13,15,0,1592441890,1592441890
23351,1447692,949,RE_Magic,1058.0,-3,-5.0,7.0,45,22,23,1,1592949091,1592949091
23352,1437006,949,theprof,1037.0,-3,-3.0,4.0,47,22,25,3,1593980045,1593980045
23353,1363000,949,sparteustank,995.0,1,-3.0,5.0,59,30,29,0,1594663832,1594663832
23354,1235087,949,阿豪,981.0,2,-5.0,5.0,131,66,65,6,1594452173,1594452173
23355,1230459,949,stringdean,1015.0,2,-4.0,4.0,24,11,13,3,1594333114,1594333114
23356,1173711,948,Iskarlam,965.0,1,-6.0,5.0,188,96,92,2,1593956310,1593956310
23357,1054915,948,Slousebox,988.0,-2,-3.0,4.0,39,17,22,0,1594616000,1594616000
23358,1054824,948,SteenyNL,981.0,2,-6.0,5.0,142,74,68,0,1594651287,1594651287
23359,1000596,948,GuidingGuitarTW,1071.0,-1,-4.0,4.0,146,74,72,4,1592971535,1592971535
23360,953960,948,Possyn,948.0,3,2.0,3.0,11,6,5,0,1594641832,1594641832
23361,875932,948,CheeseCake,1011.0,1,-3.0,2.0,15,6,9,0,1592518245,1592518245
23362,873961,948,arubacao,1058.0,-2,-5.0,4.0,42,19,23,0,1593314812,1593314812
23363,264885,948,SLeM,1062.0,-1,-4.0,3.0,32,14,18,0,1594586316,1594586316
23364,849540,948,Razi br,1026.0,1,-5.0,4.0,37,17,20,1,1592510501,1592510501
23365,701004,948,Hammer-To-Fail,995.0,1,-4.0,2.0,23,11,12,1,1592758810,1592758810
23366,684219,948,Solar,1013.0,1,-3.0,6.0,30,13,17,0,1594253693,1594253693
23367,90461,948,shade the baller,1024.0,-1,-7.0,6.0,49,23,26,1,1593795181,1593795181
23368,664410,948,WøãD RãïdêR,967.0,2,-6.0,9.0,158,80,78,25,1594663115,1594663115
23369,654082,948,JohnGames,1003.0,-1,-4.0,4.0,30,14,16,1,1594662046,1594662046
23370,644715,948,Rolfssåg,992.0,-1,-4.0,3.0,33,15,18,0,1594459572,1594459572
23371,619839,948,tranneL,1050.0,-4,-4.0,1.0,17,7,10,0,1593088742,1593088742
23372,607890,948,hiigh.graFix,1068.0,-4,-4.0,1.0,14,4,10,0,1593465719,1593465719
23373,598830,948,GedichtEnte8218,1092.0,1,-5.0,5.0,59,27,32,0,1594587189,1594587189
23374,593731,948,LarryJoe182,1009.0,-2,-2.0,2.0,12,5,7,0,1594561990,1594561990
23375,565689,948,Magz215,981.0,-2,-2.0,-1.0,11,5,6,0,1593529729,1593529729
23376,455381,948,kohlehole,988.0,-1,-4.0,4.0,111,57,54,1,1593963632,1593963632
23377,452041,948,DarkMagician774,1024.0,-2,-3.0,3.0,35,16,19,0,1593701530,1593701530
23378,439202,948,Aruclord,1076.0,-1,-7.0,8.0,89,43,46,5,1594530383,1594530383
23379,2909848,948,Ruzihm,1049.0,-1,-3.0,3.0,26,12,14,0,1594096636,1594096636
23380,2876496,948,F12O,1060.0,-2,-5.0,5.0,39,18,21,0,1594395296,1594395296
23381,2858857,948,metontron,964.0,-1,-2.0,5.0,21,11,10,0,1594693382,1594693382
23382,2830870,948,dancure,1055.0,-2,-7.0,4.0,33,15,18,1,1594617541,1594617541
23383,2798376,948,Young Skyward,948.0,-2,-2.0,-2.0,10,4,6,0,1594335453,1594335453
23384,2796436,948,Littlejohn08,948.0,2,-6.0,5.0,22,11,11,0,1594499375,1594499375
23385,2706950,948,Chipstantinople,1116.0,-3,-5.0,2.0,37,15,22,0,1593886245,1593886245
23386,2694123,948,ca.bravo957,1033.0,-7,-7.0,-4.0,13,5,8,0,1593808400,1593808400
23387,2681405,948,PitoPelon,1066.0,-1,-5.0,1.0,16,7,9,0,1594494591,1594494591
23388,405450,948,Rich Piana,980.0,-1,-5.0,5.0,91,46,45,11,1594423302,1594423302
23389,2663748,948,Wind,1189.0,-2,-7.0,5.0,84,38,46,0,1594408477,1594408477
23390,2615801,948,Philipp Amthor,978.0,1,-2.0,5.0,16,8,8,0,1594555181,1594555181
23391,2589541,948,Ninox,948.0,-5,-5.0,-5.0,10,4,6,0,1593195950,1593195950
23392,397029,948,Mr. Fella,1083.0,2,-6.0,2.0,40,18,22,3,1594574212,1594574212
23393,2552218,948,VIVAchaos,1068.0,-2,-6.0,8.0,146,72,74,0,1594646958,1594646958
23394,2539544,948,juanpablo1695,1196.0,-3,-8.0,2.0,31,11,20,0,1593311600,1593311600
23395,2505904,948,Dirk,948.0,3,-5.0,3.0,31,16,15,0,1594668818,1594668818
23396,27956,948,Absolz,1009.0,-4,-10.0,7.0,325,162,163,28,1594333622,1594333622
23397,2485372,948,Guzaul,1052.0,-4,-5.0,6.0,287,145,142,12,1594503790,1594503790
23398,2483893,948,Piccolomini,948.0,1,-8.0,1.0,14,3,11,0,1594217578,1594217578
23399,2458517,948,binaryhood,1140.0,-2,-8.0,4.0,26,10,16,1,1594337128,1594337128
23400,2386606,948,agah_5,1012.0,-2,-7.0,5.0,191,94,97,4,1594642077,1594642077
23401,2371786,948,KingTullio,1076.0,-2,-6.0,7.0,185,93,92,2,1594650837,1594650837
23402,2336120,948,DK,948.0,2,-3.0,5.0,21,12,9,0,1593632970,1593632970
23403,13071,948,Brainface,981.0,-1,-1.0,5.0,16,8,8,3,1592995560,1592995560
23404,66003,948,wr0ng,1097.0,-1,-8.0,7.0,42,19,23,0,1594654890,1594654890
23405,2288293,948,maya,1124.0,-3,-4.0,3.0,52,23,29,0,1593709550,1593709550
23406,2275988,948,Baculovirus,948.0,2,-3.0,5.0,26,14,12,0,1594560531,1594560531
23407,2225586,948,victor.hugaert,1089.0,-3,-3.0,1.0,17,7,10,0,1593956692,1593956692
23408,2216411,948,shogus,1079.0,-8,-8.0,3.0,25,10,15,1,1594591365,1594591365
23409,2195312,948,Lusit@no,963.0,1,-3.0,7.0,48,26,22,1,1594513109,1594513109
23410,2173619,948,Zûck@,948.0,-5,-5.0,-5.0,10,4,6,0,1594121725,1594121725
23411,2151709,948,gulerale,1005.0,-2,-3.0,2.0,14,6,8,0,1594666934,1594666934
23412,2072775,948,[NV] Riot,1026.0,-2,-5.0,3.0,60,28,32,1,1593631856,1593631856
23413,2008841,948,[HaT] Quessco,961.0,-1,-8.0,10.0,45,23,22,0,1594692168,1594692168
23414,1994975,948,Leroidesbes,949.0,1,-3.0,1.0,17,8,9,1,1594675716,1594675716
23415,1951989,948,Mister,1043.0,1,-5.0,5.0,98,49,49,1,1594306547,1594306547
23416,1950646,948,Sir Andrew I,948.0,1,1.0,1.0,10,4,6,0,1593513225,1593513225
23417,1898481,948,Komarex07,948.0,1,-1.0,1.0,11,5,6,0,1594517513,1594517513
23418,1882796,948,AnonWolf,1085.0,1,-5.0,2.0,31,12,19,0,1594332303,1594332303
23419,1877973,948,Toruk,1041.0,-6,-6.0,9.0,314,157,157,0,1593171338,1593171338
23420,1852073,948,Onehit,1082.0,-6,-6.0,4.0,56,28,28,1,1592937469,1592937469
23421,1844338,948,hctangaa,1024.0,-2,-2.0,1.0,17,6,11,0,1593093985,1593093985
23422,1735768,948,Muertos,964.0,2,-8.0,4.0,131,67,64,1,1594351166,1594351166
23423,324106,948,LowEloAI,992.0,1,-5.0,11.0,45,22,23,6,1593567815,1593567815
23424,1665542,948,kah23,1074.0,1,-5.0,3.0,21,9,12,0,1594494794,1594494794
23425,1644587,948,Pcapok,997.0,-2,-6.0,8.0,153,79,74,7,1592800263,1592800263
23426,1637936,948,RONIN_Bboy,1122.0,-2,-8.0,6.0,376,187,189,10,1594675610,1594675610
23427,1631950,948,SaladinSparta,965.0,-1,-4.0,5.0,119,63,56,0,1592888088,1592888088
23428,1521490,948,Hitshangui,983.0,-1,-6.0,6.0,179,89,90,1,1594684764,1594684764
23429,1517925,948,InvitingTwo7,1053.0,-4,-5.0,5.0,116,58,58,1,1594182662,1594182662
23430,307544,948,bananasaurusrex,1010.0,-3,-4.0,5.0,52,25,27,1,1592997488,1592997488
23431,307266,948,Bob the Builder,1128.0,-5,-8.0,5.0,85,39,46,31,1593503042,1593503042
23432,1461548,948,Musna1234,1007.0,-1,-5.0,7.0,77,38,39,2,1594694265,1594694265
23433,1460686,948,ching,1007.0,-1,-6.0,3.0,90,43,47,0,1593265250,1593265250
23434,1458012,948,StarkBlitzz,976.0,2,-6.0,8.0,71,34,37,1,1594687083,1594687083
23435,1452578,948,Kratt-Marie,976.0,-2,-2.0,-1.0,11,5,6,0,1593709427,1593709427
23436,1401584,948,cesarmx30,1024.0,1,-5.0,5.0,120,58,62,0,1592640110,1592640110
23437,1363176,948,jcollura53,1040.0,-1,-4.0,8.0,70,35,35,0,1594693635,1594693635
23438,215769,948,frontier,950.0,1,-1.0,2.0,15,6,9,2,1593716079,1593716079
23439,1184327,948,baeda-frank-tsg,1028.0,-1,-8.0,4.0,47,23,24,6,1594673509,1594673509
23440,1176433,947,Magia,1003.0,-2,-2.0,1.0,12,5,7,1,1593153935,1593153935
23441,281480,947,Zun Tsu,965.0,2,-4.0,5.0,74,37,37,1,1593536671,1593536671
23442,89053,947,Huggieg,1030.0,1,-5.0,6.0,39,18,21,3,1594680910,1594680910
23443,809783,947,MAX,962.0,1,-4.0,4.0,68,36,32,0,1594231747,1594231747
23444,788324,947,ChristyChicken [[Blue__Star__]],1062.0,-4,-6.0,7.0,434,220,214,0,1594664919,1594664919
23445,731802,947,武戈01,973.0,-1,-1.0,2.0,17,8,9,0,1593695518,1593695518
23446,718975,947,tarjeibo,947.0,-2,-2.0,-2.0,10,5,5,0,1594301974,1594301974
23447,556202,947,ironskull420,1053.0,1,-5.0,3.0,68,32,36,4,1593911662,1593911662
23448,554124,947,OrsoForceful,984.0,-1,-4.0,5.0,151,76,75,3,1593738766,1593738766
23449,481129,947,Dimmy307,1014.0,-3,-6.0,5.0,136,69,67,2,1594269281,1594269281
23450,435149,947,G-unit,1130.0,-1,-6.0,1.0,23,9,14,1,1594506530,1594506530
23451,3010055,947,Ginkiss,947.0,-4,-4.0,-4.0,10,4,6,0,1594051632,1594051632
23452,2868689,947,Messier46,1037.0,-4,-4.0,-1.0,13,4,9,0,1594075285,1594075285
23453,418907,947,zeros124,1064.0,1,-5.0,3.0,30,14,16,0,1593054323,1593054323
23454,2815367,947,FUNK,976.0,2,-3.0,2.0,17,8,9,0,1592514976,1592514976
23455,415228,947,Prosper,978.0,-2,-3.0,5.0,29,14,15,0,1593815519,1593815519
23456,2784389,947,Chocoprince,1106.0,-2,-5.0,2.0,25,10,15,1,1593809771,1593809771
23457,412387,947,DuckShepherd,1009.0,-1,-7.0,3.0,60,29,31,0,1594362630,1594362630
23458,2684878,947,MA BOSS,1027.0,-1,-5.0,5.0,83,40,43,2,1594208840,1594208840
23459,2673027,947,Tarantula,1009.0,2,-5.0,2.0,26,10,16,0,1592934688,1592934688
23460,226646,947,D3vFlash,1030.0,1,-5.0,5.0,110,56,54,2,1593855704,1593855704
23461,403703,947,sNkxFires,1007.0,-4,-4.0,-2.0,12,5,7,0,1592776230,1592776230
23462,2625202,947,Whiskas,1056.0,-1,-5.0,6.0,71,34,37,2,1593098470,1593098470
23463,2510971,947,Orome,1079.0,-2,-3.0,1.0,19,8,11,3,1592347086,1592347086
23464,389779,947,zocki0815,993.0,-1,-7.0,7.0,289,145,144,7,1593130718,1593130718
23465,2460258,947,Thuinzordson,975.0,1,-12.0,7.0,148,72,76,12,1594691574,1594691574
23466,2418793,947,AndrewElBest,966.0,1,-9.0,8.0,64,33,31,1,1593202652,1593202652
23467,2414405,947,streaser,1013.0,-1,-6.0,3.0,18,6,12,0,1594147771,1594147771
23468,2310805,947,Batipiva,963.0,-1,-2.0,4.0,36,19,17,0,1594146982,1594146982
23469,2265599,947,leo.durst,976.0,-2,-5.0,7.0,129,67,62,1,1594664318,1594664318
23470,2169119,947,Papierfranz,979.0,4,-6.0,4.0,33,17,16,0,1594665630,1594665630
23471,2169018,947,Kernchiller,977.0,1,-7.0,3.0,38,17,21,0,1594398987,1594398987
23472,2164485,947,Pandaouf,1083.0,-1,-6.0,5.0,306,153,153,5,1593374291,1593374291
23473,2163066,947,Pizza Dog,1023.0,-4,-5.0,9.0,76,37,39,0,1594627985,1594627985
23474,2153743,947,☭𝕲ame 𝕺v𝖊r☭,1064.0,1,-8.0,2.0,27,11,16,0,1592316594,1592316594
23475,2149607,947,elliotb488,1011.0,1,-4.0,5.0,101,50,51,0,1594068541,1594068541
23476,2083596,947,KukiMorigi,947.0,1,-4.0,1.0,12,5,7,0,1594676896,1594676896
23477,2063148,947,Balouc,1035.0,3,-7.0,5.0,48,23,25,0,1594397461,1594397461
23478,1983874,947,javyerzc,1018.0,-1,-4.0,3.0,27,10,17,2,1593658631,1593658631
23479,1971244,947,SupremeSorell,1094.0,-1,-6.0,5.0,57,27,30,0,1593854462,1593854462
23480,1946631,947,Styrkur,1044.0,5,-7.0,5.0,59,29,30,0,1594541098,1594541098
23481,1911270,947,Miguel-shen,975.0,-1,-1.0,2.0,13,6,7,0,1594493021,1594493021
23482,1847384,947,Pulpos888,1042.0,3,-8.0,6.0,62,29,33,0,1594650805,1594650805
23483,1807057,947,Xenodium3,947.0,-6,-6.0,-6.0,10,2,8,0,1594257078,1594257078
23484,1800023,947,gordonw.armstrong,1007.0,-3,-10.0,7.0,349,176,173,0,1594678849,1594678849
23485,1737144,947,ifu,1009.0,-2,-11.0,7.0,425,216,209,2,1594475519,1594475519
23486,1677287,947,Tupac Katari,1076.0,1,-7.0,5.0,191,94,97,6,1594234332,1594234332
23487,322769,947,SelflessLegend,987.0,1,-4.0,4.0,25,12,13,0,1594550991,1594550991
23488,1648073,947,BRETT RIVERBOAT,964.0,1,-6.0,6.0,26,13,13,0,1594587286,1594587286
23489,1628325,947,imissyouyuki,992.0,-2,-4.0,7.0,113,56,57,2,1594521199,1594521199
23490,1605152,947,The Dark Emu,1094.0,-1,-7.0,7.0,219,110,109,3,1594644005,1594644005
23491,1544362,947,ZchottKY,1052.0,-2,-4.0,5.0,31,14,17,0,1592665694,1592665694
23492,1533924,947,Yeims,1039.0,-3,-5.0,6.0,52,25,27,3,1592824640,1592824640
23493,309994,947,cjds,1099.0,-1,-8.0,6.0,93,44,49,1,1593310243,1593310243
23494,1439800,947,大浪666,947.0,3,-2.0,4.0,31,18,13,1,1594137694,1594137694
23495,1404772,947,MrCharlotte,1078.0,-1,-10.0,6.0,519,259,260,16,1594626800,1594626800
23496,1394811,947,spockthelogical,979.0,5,-8.0,9.0,670,334,336,14,1593733445,1593733445
23497,300060,947,rozie_06,950.0,1,-4.0,1.0,12,5,7,0,1592681430,1592681430
23498,1357433,947,Patient 0,1061.0,-2,-10.0,4.0,40,14,26,0,1594312085,1594312085
23499,1326423,947,Der unglaubliche Horst™,1076.0,1,-6.0,2.0,19,8,11,0,1594572286,1594572286
23500,1310699,947,ash.burlaczenko,1010.0,1,-6.0,7.0,306,157,149,0,1594222829,1594222829
23501,192386,947,emperorwaldo,1061.0,1,-6.0,7.0,75,36,39,1,1594657342,1594657342
23502,1199993,947,Zurgonx,1049.0,-1,-6.0,4.0,89,43,46,0,1593979667,1593979667
23503,1119904,946,SaucyBoi?,1010.0,-2,-6.0,8.0,149,74,75,2,1593052246,1593052246
23504,1109380,946,154538639,1021.0,-1,-5.0,7.0,196,99,97,3,1594651912,1594651912
23505,1107222,946,Xoarob,1106.0,-5,-7.0,4.0,95,45,50,1,1594661171,1594661171
23506,1068906,946,timothy,1010.0,1,-6.0,6.0,110,54,56,1,1594665559,1594665559
23507,990666,946,Padfoot,1003.0,1,-6.0,5.0,261,131,130,14,1594671891,1594671891
23508,274218,946,Ha..:D,1050.0,-1,-7.0,6.0,137,66,71,1,1594556775,1594556775
23509,271333,946,Suvres,1154.0,7,-7.0,7.0,373,185,188,1,1594584266,1594584266
23510,924255,946,FernandoAOC,1022.0,6,-5.0,6.0,28,13,15,0,1594407565,1594407565
23511,908953,946,Demonte pneu,972.0,-1,-1.0,3.0,15,6,9,0,1592857118,1592857118
23512,904316,946,Garak,1080.0,-1,-9.0,10.0,1750,876,874,44,1594677407,1594677407
23513,102703,946,yasagokhan,1040.0,-1,-9.0,7.0,701,354,347,11,1594677348,1594677348
23514,647490,946,vendedordepatos,1055.0,2,-8.0,7.0,191,94,97,4,1594570853,1594570853
23515,616729,946,Beefy,1044.0,2,-8.0,9.0,137,69,68,0,1594675882,1594675882
23516,243013,946,PR4NKED,1036.0,-2,-5.0,2.0,37,16,21,0,1594390443,1594390443
23517,374878,946,Sauri17,992.0,-1,-5.0,5.0,24,12,12,2,1593380503,1593380503
23518,515741,946,esnsy,1030.0,-1,-7.0,1.0,17,7,10,0,1593087290,1593087290
23519,504158,946,samp.beprepared,1056.0,-3,-8.0,6.0,250,125,125,12,1594592351,1594592351
23520,491663,946,Le_Geips,968.0,-1,-9.0,3.0,18,6,12,1,1594673820,1594673820
23521,455086,946,Talento,962.0,-1,-3.0,5.0,27,14,13,0,1593302182,1593302182
23522,3038358,946,mugensomekindofnature,946.0,-2,-2.0,-2.0,10,4,6,0,1594581553,1594581553
23523,2996871,946,Leitch,966.0,-1,-1.0,5.0,18,8,10,0,1594583294,1594583294
23524,2940891,946,BigJJ,1080.0,-1,-5.0,2.0,26,11,15,0,1594458047,1594458047
23525,2789332,946,Johann22,1087.0,-3,-6.0,4.0,27,12,15,1,1594658331,1594658331
23526,92419,946,[GI MONO] YOPH,1012.0,-1,-7.0,3.0,39,16,23,0,1594454581,1594454581
23527,2727748,946,MelihSah,1143.0,-1,-7.0,3.0,51,22,29,1,1594652874,1594652874
23528,2648707,946,Mesias,1066.0,-4,-4.0,1.0,19,6,13,1,1593201186,1593201186
23529,2634949,946,Estiv.val,1039.0,-1,-7.0,5.0,36,17,19,4,1594687660,1594687660
23530,2628516,946,Spoink007,964.0,-1,-6.0,6.0,138,69,69,2,1594497705,1594497705
23531,2625109,946,scrocchi87,999.0,2,-7.0,6.0,93,47,46,4,1593946236,1593946236
23532,2623707,946,Malthael,1006.0,1,-4.0,5.0,83,40,43,2,1594207130,1594207130
23533,2622015,946,Hawt Dawg,978.0,-2,-2.0,-1.0,11,4,7,0,1593206410,1593206410
23534,2585260,946,Alvinson,993.0,-3,-3.0,3.0,36,18,18,0,1593720413,1593720413
23535,2569762,946,David Sanabria,946.0,-2,-2.0,-2.0,10,4,6,0,1593360597,1593360597
23536,2523421,946,LtAssStache,1058.0,1,-5.0,4.0,64,31,33,3,1593566200,1593566200
23537,392725,946,Peader24,1043.0,-1,-6.0,5.0,111,55,56,0,1593222660,1593222660
23538,2516381,946,MASTER CHIEF,946.0,1,-2.0,1.0,12,5,7,0,1594677625,1594677625
23539,2493122,946,Jesseh,990.0,-1,-4.0,3.0,23,9,14,0,1594208829,1594208829
23540,2338067,946,King of Bums,1006.0,-2,-2.0,1.0,12,5,7,0,1592541461,1592541461
23541,2297969,946,Haamish,1065.0,-4,-7.0,4.0,84,39,45,0,1592541396,1592541396
23542,2203822,946,Daan van den Oever,1012.0,1,-5.0,3.0,25,11,14,0,1593018057,1593018057
23543,2146953,946,ZZZephyRRR19,960.0,2,-4.0,6.0,137,73,64,2,1594440184,1594440184
23544,2121450,946,SwissBlaze,1033.0,3,-10.0,5.0,156,79,77,2,1593903398,1593903398
23545,2068802,946,NanoDv,1029.0,-1,-3.0,3.0,26,11,15,0,1594594166,1594594166
23546,2033793,946,Wessa101,1013.0,-6,-6.0,-4.0,12,1,11,0,1593854587,1593854587
23547,1983830,946,carlosjgomezr,961.0,-1,-6.0,8.0,419,210,209,17,1592526385,1592526385
23548,1978578,946,vhuvelin,1003.0,-3,-3.0,2.0,20,8,12,0,1593515719,1593515719
23549,1962452,946,lordstyrax6669,1007.0,-2,-2.0,2.0,12,5,7,0,1593144196,1593144196
23550,1951547,946,Vekke,1060.0,1,-5.0,3.0,54,25,29,0,1592854047,1592854047
23551,1899896,946,CodeTigre433514,1004.0,-3,-3.0,12.0,46,25,21,2,1594148150,1594148150
23552,1899253,946,DeG117,946.0,2,-4.0,2.0,13,6,7,0,1593123049,1593123049
23553,1886612,946,Don27Juan,1009.0,-1,-6.0,6.0,95,48,47,0,1594670187,1594670187
23554,1860854,946,duttonty,973.0,-1,-4.0,4.0,40,21,19,0,1593378309,1593378309
23555,1812654,946,kusoqqq,1088.0,1,-5.0,4.0,56,26,30,1,1594656543,1594656543
23556,1746759,946,Lukewarm,1024.0,-2,-4.0,4.0,30,13,17,0,1594496153,1594496153
23557,1721274,946,Atarius,970.0,-1,-1.0,5.0,17,9,8,0,1594137909,1594137909
23558,1700603,946,LordOfTheNinjaGeckos,1001.0,1,-3.0,1.0,20,9,11,0,1594576447,1594576447
23559,1629450,946,SteppenWolf88,991.0,-1,-7.0,6.0,141,70,71,4,1593264190,1593264190
23560,1625666,946,kazeleon,956.0,1,-7.0,8.0,203,102,101,0,1594625107,1594625107
23561,1615132,946,Comrade Pingu,1009.0,-2,-5.0,7.0,159,83,76,1,1592721223,1592721223
23562,1565699,946,naroute,1026.0,1,-4.0,2.0,30,14,16,0,1592659875,1592659875
23563,1519825,946,大可,960.0,2,-4.0,6.0,66,34,32,0,1594553549,1594553549
23564,1498967,946,tuskedwings7,1004.0,1,-5.0,4.0,104,52,52,0,1594433682,1594433682
23565,750274,946,besta enjaulada com odio,1077.0,-5,-5.0,6.0,40,15,25,2,1594652517,1594652517
23566,1436790,946,[BCF]Granger,969.0,4,-7.0,4.0,25,12,13,0,1594669245,1594669245
23567,1349491,946,Jmpz18,978.0,-2,-4.0,4.0,66,34,32,1,1594338888,1594338888
23568,1318073,946,Herr Alan,1145.0,-2,-6.0,3.0,49,21,28,1,1594511190,1594511190
23569,1281621,946,elRetardo,1020.0,-1,-4.0,3.0,85,42,43,2,1594535461,1594535461
23570,1244832,946,Hc_Paisano,1001.0,1,-6.0,5.0,102,51,51,0,1594614289,1594614289
23571,1224711,946,Ayra191,976.0,1,-6.0,7.0,231,118,113,1,1594694537,1594694537
23572,1193104,946,jake20man,995.0,1,-3.0,3.0,40,19,21,0,1592578689,1592578689
23573,9600,945,ManooViana MT,1044.0,-1,-5.0,6.0,149,73,76,1,1594569140,1594569140
23574,977696,945,PALADIN,1061.0,2,-5.0,5.0,75,36,39,7,1594623163,1594623163
23575,916655,945,Imperi0,961.0,-1,-4.0,6.0,67,35,32,1,1594592836,1594592836
23576,875435,945,Captain Lucius,1047.0,1,-6.0,5.0,160,82,78,2,1593883743,1593883743
23577,260225,945,VohnBeck,1075.0,-1,-7.0,3.0,35,15,20,0,1594687841,1594687841
23578,797272,945,[CoReG] /\Livefox/\,945.0,3,-4.0,4.0,70,36,34,0,1594688147,1594688147
23579,775009,945,Unseptium,1016.0,-2,-3.0,2.0,20,9,11,0,1593980679,1593980679
23580,740553,945,Herr Kommissar,1081.0,-6,-6.0,3.0,31,13,18,0,1593541777,1593541777
